,q1,q2,is_duplicate
7825,What is the only country that the ancient Greeks did not invade?,What country did Norway invade?,1
6273,What was the name of the Chinese astronomer who lived at the end of the 4th century BC?,Who took over China's political leadership after the death of Jiang Zemin?,1
2909,Why did the Egyptians invade?,The Egyptians were defeated by?,1
7818,How much does the average American spend on their hair per year?,how much does the average american spend on their hair per year?,1
6370,What is the name of the song by Queen that became their first number one hit in the UK?,How many letters in the Roman alphabet are there?,0
5358,What do you call the person who randomly picks the numbers?,What is the name of the tiger's natural predator?,0
2868,How do people get a job in Burma?,What is another name for a rheumatologist?,0
4066,How do I know if I need a CAT scan?,"What is the name of the group of people with differing perspectives, opinions and values who meet regularly in a forum to discuss the ideas?",0
511,What did the Roman Catholic church call the Protestant Reformation?,How many of the 66 books in the Bible were written in Hebrew?,0
472,What are the two categories in a standard taxonomy?,Who is considered the first to use the term âMaoriâ?,0
5786,What can you do with a sledgehammer?,What can you do with a sledgehammer?,1
4628,What did Queen rename their venue to in 2008?,What is the name of the arena that housed the 2010 Summer Olympics?,1
7925,How many atoms of hydrogen does each hydrogen atom have?,How many atoms does each element in the Periodic Table have?,1
2517,What was the name of the American gangster who owned the Manhattan casino?,Who was born in Greece?,0
238,What's a common long-tail question?,How do you find the best way to monetize your site?,1
6951,What is the longest sentence in the English language?,What is the longest sentence in the English language?,1
4058,What is the name of the group who were arrested for drug possession in the early 1990s?,What does a kiln dry?,0
7635,Who first discovered the structure of DNA?,What was the first book that Jane Eyre was published in?,0
7549,What is the name of the city in Nigeria where the 2007 football World Cup was held?,How does one determine the size of a cell?,0
2085,What was the name of the astronomer who astronomers say was the first to accurately measure the curvature of the Earth?,Who came up with the term mercator projection?,1
4415,What was the name of the fictional character in the book Harry Potter and the Philosopher's Stone?,How many syllables are in the longest vowel in English?,0
5767,"What is the name of the large, flat-topped mountain in Norfolk Island?",What is the name of the German airline which provides the cheapest flights to Greece?,0
3310,What is the name of the country in which the Marshall Islands are located?,What is the name of the drug company that was founded in the 1870s?,0
2597,What do you do when someone you don't know asks you to do something?,What do you do when someone you do not know asks you to do something?,1
5345,What is the name of the female narrator in The Lord of the Rings?,What was the first novel in the series?,0
2666,What is the name of the fictitious county in the American state of Maine?,What county is Lake Nokomis located in?,1
6876,What did the group of ten find when they searched through the woods of New England?,What is a common type of dish that is served in France?,0
2967,What do you call a person born on the 25th day of the 3rd month?,What is the name of the character in Shakespeare's play 'Hamlet' that is also a character in the twelfth century Shakespeare play?,0
6642,What is the earliest known use of asphalt?,What is the name of the city in which the Tower of London is located?,0
4659,What was the name of the first spacecraft to land on the Moon?,What is the name for the process of removing unwanted hairs from the body?,0
5704,Where did the German invasion take place?,What was the name of the ship in which the expedition sailed from?,0
6120,What is a random long question?,What is the longest river in the world?,1
5934,What is one of the longest sentences ever written by human language?,What is one of the longest sentences ever written by human language?,1
3385,What is the name of the board game that was invented in 1872?,What is the name of the person who ruled Greece from 323 to 329?,0
6707,How much of the population was made up of the indigenous peoples of Australia at the beginning of the 20th century?,How many stars does the sun have?,0
4189,What are the two main types of food items in a tavern?,How many people were on the ship?,0
3467,What is the name of the man who was a famous inventor and scientist?,What Swiss scientist published On the Basis of Empiricism in 1859?,1
7480,Where did the story take place?,What did Bell call the theory of human perception that led to the creation of writing?,0
6183,What are the last names of the first three members of the band the Rolling Stones?,What was the first group of people to make the crossing?,1
130,How many times did Isidore and Hippolyte marry?,How many times was the island visited by the French in the 1800s?,1
4232,What would happen if the'sex factor' was inverted?,What does the sex factor do?,1
40,What is the longest question in the English language?,What is the longest question in the English language?,1
4570,How many years did Nigeria remain under the colonial rule?,"What does the Latin phrase ""ad astra"" translate to in English?",0
7008,What is a common name for the arachnids in Africa and Asia?,What is the class of creatures that have eight legs and live on the ground?,1
7028,How would you describe David?,How many times has England beaten Scotland in football's World Cup?,0
3812,What was the name of the horse which defeated the steed at Epsom Downs?,What was the name of the game invented by James P. Blaine?,0
3275,"What was the first name of the fictional character in the 1895 play, by H. Rider Haggard?",What famous person's name is John in the Bible?,1
4273,What is the name of the female dog in 'The Three Little Pigs'?,What is the name of the area of the brain that processes emotion?,0
237,Where does the River Rhine flow into the North Sea?,What was the name of the US President who was shot by assassins at the White House?,0
7947,What does the term femtosecond refer to?,What is femtosecond?,1
6112,How many symphony orchestras are in America?,What was the main reason for Napoleon's surrender?,0
4501,What is a random number between 1 and 100?,What is the name of the ant which has a long beak but is covered in spines?,0
2178,What did the first person to cross Niagara Falls on horseback do?,How many characters are in the story?,0
7792,What is a name for the random event that occurs when a cell divides in the human body?,Who do most scholars agree is the first human?,0
3258,"Which of the following is not a member of the Big Five: elephants, giraffes, zebras, or hippos?",Who does a hippopotamus eat?,1
6683,What is the name of the place in the Harry Potter series where Voldemort is located?,What were the students that attended Hogwarts called?,1
1986,"How many letters are in the word ""tongue""?",What is the medical term for the roof of the mouth?,1
616,What is a word to describe a very good alcoholic drink?,What is a tequila?,1
5164,How many characters long is a 'long story'?,How long must a message be on Twitter before it is considered a tweet?,1
400,What's the name of the astronomer that made the first accurate forecast of the Moon's path around the Sun?,How many countries have a flag?,0
823,What kind of animals are in the show?,What type of game is an elongated circle used for?,0
3716,"What was the name of the character from the original ""Humaniac"" TV show?",Where was the original 'Humaniac's' home?,1
6492,What is the name of the symphony that begins with the letter M?,Where would you go to have a meal or snack in the city?,0
2316,What is the name of the drug that is commonly taken to enhance sexual desire?,Where would you find the largest group of people?,0
5236,What can be an advantage of using a single letter when describing an object or property?,How are the rays of the sun classified?,0
1926,What is the name of the game that the Queen uses to decide who is going to succeed her?,"Which of the following is not a part of a city: New York, Paris, Moscow, or Amsterdam?",0
819,What is the name of the ape-like creature in the Disney movie Moana?,What do you call the person who makes the rules in a game of poker?,0
7771,"What is the name of the drug whose effects include dizziness, hallucinations, and memory loss?",What is the name of the adolescent chimpanzee that is the subject of the story?,0
1025,Who is the Queen of England's personal physician?,What is the name of the largest lake in Bermuda?,0
5678,What is the name of the island which lies between Bermuda and the coast of America?,What can we know about the history of the Greeks?,0
2852,What does the term 'Culture' refer to?,What does the term culture refer to?,1
2805,Where did the first flight from?,"Which two letters in the word ""Symphony"" are missing?",0
4935,What was the last novel published by Joseph Conrad?,What did George Washington say was his most famous decision?,0
1992,What is the name of the character who is used as the narrator for The Lord of the Rings?,What is Strider's surname?,1
4238,What is the title of the first book in the Harry Potter series?,What do Americans call the country of the former Yugoslavia?,0
1737,What can you name the symphony of a musical composition?,what is a symphony?,1
2236,What is the tenth letter of the Greek alphabet?,Where is it in the brain?,1
7408,"What is the name for the area in which a piece of equipment is placed to be used for a purpose, which is a result of the operation of that equipment?",What does a random question ask?,0
4890,What can be used to make a word into another?,What is the relationship between a noun and a verb?,1
3012,What is the name of the long question that appears at the end of the final game of a regular season?,What is the game called at the end of the final game of a regular season?,1
4896,"What can be the value of the number of lines that can be drawn on a standard chessboard, which is 23?",What is the meaning of the yin and yang symbol?,0
6410,What are the four characters of the Chinese character qi?,What is the Chinese character qi?,1
5285,Where were the first'sacred games'?,How many times did Elizabeth attend Mary's wedding?,0
5753,What is a new way of expressing an opinion or idea?,What does the name of a random chemical substance derive from?,0
1620,What are the names of the two things that are not mentioned in the passage?,what are the other two things mentioned in the passage?,1
1931,What is a hexadecimal number?,How long does it take for a frog's egg to hatch?,0
5794,Where is the shortest distance between the poles of the equator?,Who is the longest-serving prime minister of the UK?,0
7250,What is the name of the place where the Queen's carriage was stopped during the siege of Paris?,What is the name of the small mountain range in the north of China?,0
5002,How did Charles VI become king of France?,Who was the English king?,1
4992,What is the name of the person in The Lion King who finds the lion's paw?,What are the characteristics of a cynodont?,0
5203,What is the most common form of brain damage in adults?,How did the government attempt to get the media to pay attention?,0
7113,How many times has the 'Sun' appeared on the flag?,What does 'twiddling my thumbs' mean?,0
1809,What is the capital of Mexico?,Where was the World Cup held in 1970?,1
637,"What is the only thing that can be done that will never be done, and always be done by someone else?",what does an artist do?,1
813,What is the second word in the first paragraph?,How is the process of converting sugar into alcohol called?,1
3992,What is the name of the place in Brazil where people used to live in the 1860s?,Where are the traces of the Formosan civilization that had been forgotten discovered in the 18th century?,1
4492,How did Paul VI address the issue of the Jewish people?,How old was Madonna when she made her first music video?,0
1968,What is a random question?,What are the numbers on the letters of the alphabet in Roman numerals?,0
1556,What is another way to say a random long question?,What's another way to say a random long question?,1
2000,How is the name of the asteroid belt on the moon?,What is the only thing the narrator has to say in the entire play?,0
5318,Which country did not establish diplomatic relations with the USSR until 1953?,What is the only one letter that can be represented by an arrow?,0
5685,Where does the antonym of the verb 'to be' occur?,where does the opposite of the verb 'to be' occur?,1
4643,What are the top 10 states by population?,What was the name of the sailor who led the navy expeditionary force?,0
687,What does the letter K stand for in English?,"In the English alphabet, which letter stands for the Latin alphabet?",1
6909,Who were the last four rulers of Egypt?,Who were the last four rulers of Egypt?,1
7292,What is the smallest unit of currency in the Philippines?,What is the name for the study of the relationship between genes and environment?,0
5831,How can a person know what a person will say or do next?,What does the subject know?,1
5215,What's a random long question?,How do you write a random long question?,1
2162,What is the main characteristic of a fractal?,How many players are on the field at the same time in American football?,0
7870,What are snares?,What was the name of the aristocratic family from which King George III was descended?,0
2214,How much was the tax paid for each person of a population of 1000?,How much did each person earn in the population of 1000?,1
517,How does one spell the word gynecologist?,Which month is mentioned in the Bible for the first time?,0
1290,What is a term used for an action or object that is not a verb or a noun?,What are verbal adjectives?,1
7224,How many players are on the field during a game of field hockey?,What did the Soviets name their missiles?,0
7057,What word was invented by Julius Caesar to describe the new Roman Republic?,"What was the first name of the writer who created the first English language version of the comic strip, featuring Batman?",0
6575,What is the name of the city where Prince William is born?,Where is the satanic ritual of a female being turned into a baboon taking place?,0
794,What did the Greeks call the ancient city of Troy?,What do the letters A-E represent in the word Anatomy?,0
7680,What is the name of the eponymous musical that premiered in 1882?,What is the name of the fictional country in which the US Navy has bases?,0
7150,Where did the earliest human settlements occur?,"What does ""a refraction"" refer to?",0
29,What is the term for the period of time during which a person has a disease or is unable to function at their full potential?,What does the term morbidity refer to?,1
3871,What is the second book in the Old Testament?,What is the name of the area between the Alps and the Pyrenees mountain range?,0
2511,What was sung at the dedication of the new opera house at Weimar?,What was the profession of the Chinese people?,0
6913,How are the symbiotic relationships between plants and animals maintained?,What was the name of the mascot for a televised ice hockey game?,0
1164,What did the Egyptians build for Moses in the wilderness?,"What was the name of the dog in the children's TV show, The Fairly OddParents?",0
809,How many people can fit in a football pitch?,What can hold many people?,1
3602,"What is a common, but not universal, name for a group of cells that form an organism?",what are the characteristics of an organism?,1
425,What is the name of the cyborg in the movie The A-Team?,Who is the cyborg from the A-Team movie?,1
3052,Who was the founder of the Sulaiman Empire?,Who did Ali succeed?,1
5673,"Which of these is not an example of a compound letter: r, s, t, or y?",How are these letters not like compound letters?,1
4667,"What was the first part of the Gregorian calendar, which was introduced in 1582?",when did gregorian calendar start?,1
7595,What does the capital of Russia consist of?,What is Russia's capital called?,1
3656,What was the name of the first manned space flight?,When was the first manned space flight?,1
3303,What do we call the space between the front and back of a symphony orchestra?,What does the X-word mean in English?,0
3626,"Where is the ""Georgian"" language spoken?",What is the official language of Georgia?,1
2421,How do we describe the process of something happening?,what is the difference between cause and effect?,1
4358,How do you know that a dog is trained?,How would you describe Dr. Charles Koch?,0
483,"What is the name of the hippopotamus in the play ""Hamlet""?",What is the name of the narrator in the story?,1
2393,What is the name of the book by which the book of Genesis is retold in the New Testament?,What do we call the act of giving birth?,0
4833,Where did the Chinese Army battle the Mongols?,where did the Mongols invade in 1271?,1
4255,What country is the embassy of?,How are the inhabitants of the island described?,0
4729,"What can be a legal term, or a technical term?",Which country did Avicenna leave to return to Greece?,0
1385,Where is the city located that serves as the cultural and economic center for the state?,Where would you go if you were a character in the Harry Potter novels?,0
4384,What is the name of the governing body of Bermuda?,How many atoms make up hydrogen?,0
5123,What is the name of the largest island in Bermuda?,What are the odds of getting a three-way tie in tennis?,0
1030,What is the name of the short story by Robert Bly in which a narrator is given a series of fictitious tasks?,How are a fetus and an egg related?,1
5711,What's the shortest distance between the center of a circle and its circumference?,How are the diameter and radius related to each other?,1
7345,What is the most recent book that Beyonce has written?,Where is the book Countdown published?,1
3888,What would happen to the narrator if they had been eaten by a lion?,How did the narrator escape?,1
7488,How many kings were in the UK at the time of the Norman Conquest?,Why is the group adrift?,0
5661,What is the name for a randomly selected item of clothing that is given to each person each year?,How much did each state lose on the 2012 presidential election?,0
7442,What is the name of the famous Italian film about the adventures of William Tell?,What is the name of the famous Italian film?,1
7701,What was the name of the fictional character that appeared in the series of books by L. Frank Baum?,What does the letter P stand for?,0
2995,What is the title of the first film that Spielberg directed?,Which fictitious country was Britain a colony of?,0
4827,How many times has Nigeria been overrun by foreign forces?,What does the letter T stand for?,1
7210,What can be done to change the gyroscopic effect of a wheel?,Who was the first person to land on the moon?,0
6192,What is the name of the country that produces the largest quantity of cotton in the world?,Who is the U.S.'s closest military ally?,1
2176,What is the name for the ring which surrounds the head of a dead frog?,What is the name of the revolving restaurant in the movie 'Tower Heist'?,0
5108,What was the name of the film about the New Zealand massacre in New Zealand?,When did the mass shootings take place?,1
7038,Where is St. Michael's Cathedral located?,What is the name of the dog in The Jungle Book?,0
6823,What are tetrapods a part of?,What is a type of creature that is able to live in a cold environment?,1
6903,What kind of creature is a neocortex?,Why does someone recite the poem?,0
7018,Where is the location of the USS Arizona Memorial?,What is the term for the reversal of a situation from what had come before?,0
5193,"What is the title of the book published by E.B. White on the basis of the life of the painter, William Holman Hunt?",What does Arthur want to be?,1
6028,What is the name of the country in which a large portion of the population lives?,What do you call the process of discovering the meaning of a word?,0
6118,How many countries are in the EU?,What was the name of the British Airways flight that crashed in the Alps?,0
1489,"What are the first things that come to mind when you hear the word ""funny""?",what does the f word mean?,1
5392,What is the name of the country in the USA where the American Airlines flight 111 crashed?,Who were the Vietnamese People's Army soldiers fighting against?,1
1121,What is the name for the part of the body which is a continuation of the leg?,What part of the body would an athlete hurt if he fell on his leg?,1
6175,What is the name of the eagle's chief nest in South America?,Who was the king of France in 1381?,0
1008,Where did the first people live on earth?,where did the first people live on earth?,1
3961,What was the name of the company in which B.J. Crockett was an early investor?,What was the name of the company in which B.J. Crockett was an early investor?,1
5564,How are people referred to in the media?,How are people referred to in the media?,1
5328,What was the name of the female character played by the actor Jean-Claude Van Damme in the film Dracula?,What is a slang term for a person with a sexually transmitted disease?,0
5495,Where did Victoria have a second home?,What did Victoria have a second home in?,1
7572,What was the name of the robot on the UK television show?,What was the original name of the iPod?,0
5090,What's the only creature whose eyes are in the back of its head?,Whose eyes are in the back of their head?,1
2889,What is the name of the group of scientists that discovered the structure of DNA?,What is deoxyribonucleic acid?,1
1878,Who was the first person to invent the first telegraph?,What do the Germans call the Russians?,0
828,What is a random long question?,What type of question is this?,1
3464,How do people pronounce the letter g in Welsh?,How many countries is Nigeria in?,0
6458,Where are the seas of Mexico located?,What is the name of the female character whose main profession is a sculptor?,0
2507,What are the letters in a sentence?,What do the letters in the Greek alphabet represent?,1
3831,Who wrote the Bible?,who is paul to the rich and famous?,1
4817,What are the three types of arithmetic logic?,What are the three types of arithmetic logic?,1
7550,How many hours does a week of working on the farm entail?,What word was given to the king that signifies power?,0
906,What is a feature of an interconnected network of communications?,What is another name for the genus Astraea?,0
176,How did the world first learn of the Roman conquest of Britain?,What is the name of the Chinese state-run broadcaster?,0
2974,Which song did Madonna first perform after being admitted into rehab?,What is the name of the company which prints the encyclopedias?,0
7217,What is the only way to add a comment to a question?,What was the original name of the city in which the first XIX Olympic Games was held?,0
6820,How did you receive the message?,How many countries are in the Asia-Pacific region?,0
1863,What is the name of the river through which the river Rhine flows?,Who has a revolving door?,0
5956,What is the name of the company which produces and sells the new Apple I-pod?,What type of creatures are hyenas?,0
7857,What can be made from a mash of potatoes?,What do you need to do before you can make a call?,0
1532,"How is the ""Importance of being Earnest"" described in the idiom?",How can you tell that someone is serious and deserving of your attention?,1
1987,What is a randomly generated number?,What do you need to do to have a chance of winning?,0
5977,How many days do students in Brazil have to attend school?,How many days must students attend school in Brazil?,1
129,How old is Michael Jordan's oldest daughter?,How is the Gregorian calendar measured?,0
2886,What type of animal was Igor from the animated series?,What type of animal was Igor?,1
3137,"Which of the following is not a country: Nigeria, Morocco, or the U.S.?","Which country is bordered by Algeria, Mauritania and the Sahara?",1
7447,"Which of the following is not a part of a computer system: data, text, images, or videos?",What is the name for a person who has no particular knowledge or skills but is willing to learn and work?,0
2055,Where do giraffes live?,Where do giraffes live?,1
1500,"What is the first book of the Bible, according to the Christian calendar?",Which is the second letter of the Greek alphabet?,0
6357,What is the longest stringed instrument?,What is the longest stringed instrument?,1
1938,What would someone who is looking for something in particular look for on the internet?,What would someone be looking for on the internet?,1
5047,How many books does a French student need to read in order to obtain a PhD in the UK?,How many books are required for a PhD in the UK?,1
2147,What's the capital of Austria?,Where is Vienna located?,1
2395,What is the name of the octopus in The Great Mouse Detective?,"What is the name of the octopus in ""The Great Mouse Detective""?",1
4947,What is a random fact?,Why did the Russians invade Crimea?,0
4979,"How is it possible that the person who is in the centre of this video was not born in Europe, but is a descendant of some ancient ancestor that was?",What is the difference between a European and a European American?,1
5327,What is the name of the space shuttle model that was destroyed during the 1986 Soviet invasion of Kazakhstan?,What was the name of the space shuttle model destroyed during the Soviet invasion of Kazakhstan in 1986?,1
5764,What are the smallest pieces that make up a circle?,What is the name of the saxophone that is also a piano?,0
802,What was the name of the horse in the first of the King Arthur books?,What is the first line of a poem?,0
1333,What does the Greek letter  mean?,How many states are there in the United States?,0
92,Why did the English army invade Ireland?,Why did Ireland resist English rule for so long?,1
2221,What was the name of the Soviet Union's armed forces?,what was the name of the armed forces of the soviet union during world war 2?,1
5119,What is the name of the female singer in the Spice Girls?,Who was the first king of England?,0
5399,What is the name of the first satellite that was launched by NASA?,What is the most common surname in Europe?,0
3050,What is the most common ice cream flavour?,What is the name of the board game that involves playing with cards while trying to reach a target number on each card?,0
5594,What is the name of the country in which a woman's genitalia are covered by a robe?,What did Bell do to his friends?,0
5902,What do the Greeks call the act of converting the soul to God?,What did Napoleon's government have to convert to the metric system?,1
4124,What is the name of the group that played a rock band during the 1960s?,What type of animal was once found on the island?,0
658,Which country does a U.S. dollar come from?,How does a capacitor lose energy?,0
5497,What is the name of the only country which has a coastline on the other side of the globe?,What country is the island of Gotland located in?,1
1463,How did Charles Darwin receive his name?,What was Charles Darwin's name?,1
2865,What did the apricot tree do to the Romans?,How did the apricot tree affect the Greeks?,1
493,What is the name of the dog in the song 'He's a Dreamer'?,What are the names of the characters in Shakespeare's 'Hamlet'?,0
7568,What is the common name for the fatty acid derived from corn or wheat?,"What is the name of the eponymous, but anonymous, author who first published the book on which this play is based?",0
7653,How many years does each genus of tree grow?,What is the name of the island in Bermuda where King Edward VII was born?,0
480,What is the name of the fictitious country in South America?,What is the largest country to have a capital city in the Americas?,0
6669,"Where does the letter ""L"" come from in the English alphabet?",How would you describe the food?,0
2307,What is the name of the equine drug slang term for a person who has the power to make someone else do something they don't want to do?,What did the Russians do with the U.S.S.R.?,0
790,What was the name of the fictitious character that first appeared in the fictional work The Phantom of the Opera?,Who was the first president to sign the constitution?,0
4285,"What's the name of the book by Charles Dickens which relates his experiences in India, Burma, and China?",Which character was a man-of-war?,1
1922,What was the name of the ship that was sunk by the Germans in 1942?,What is the name of the ten-year-old girl in the first two pictures?,0
908,How would you describe the weather?,What does the French word 'Asse' mean?,0
4634,What is the capital of China?,Who was the first person to reach the summit of Everest?,0
7541,"How many ways are there to say the word ""the"" in Dutch?",What kind of question does the random question generator generate?,0
2685,What is the name of the Chinese river that flows through the delta of the Yangtze River?,What is the name of the tarot card that can be used to find love?,0
7036,Where is the 'Gate of the Sun' located in the body?,Where do the people who eat the frog get their protein?,0
4317,What is the name of the smallest country in Africa?,What is the name of the smallest country in Africa?,1
1566,How long does it take for a bird to fly?,What does a bird do when it is flying?,1
5129,What did Paul VI ask for in the papal constitution?,"What is the name of the principle of ""distance"" that governs the relationship between doctor and patient?",1
3245,"How many letters are in the word ""moon""?",What is the name for the process that takes place in a plant when it produces a new plant?,1
2506,What was the name of the a cappella group that disbanded in 2001?,What is a random number?,0
5781,What do you call the process of converting something from one form to another?,What is the most common way to name a person?,0
7393,What is the second book in the Harry Potter series of novels?,What is the name of the only horse in the Tour de France who did not win the race?,0
1882,What does the obverse side of a coin show?,What is a common way to measure height in a human body?,0
5069,What country was the first to make the telephone popular?,How do we differentiate between a'simple' and a 'complex' concept?,0
2324,What kind of questions does this ad ask?,"Which of the following is not a form of energy transfer: kinetic, heat, or pressure?",0
6870,What did the Romans call the ruins of Pompeii?,What is the name of the king who slayed Othello?,0
2795,What is the name of the game played by men and women in the Xinjiang region of China?,What was the former name of Xinjiang?,1
4989,Who is a character in the X-Men comics?,who is Jean Grey's love interest?,1
2413,Where does this story take place?,Where does this story take place?,1
3616,What did King Philip VI appoint to his Council of State?,What was the name of the frog in the story The Frog Prince?,0
3843,What type of food was a kebab originally?,What type of fruit is an orange?,0
2195,What does the 'w' sound like in the word'spin'?,Whose name do twilight twilight lovers call themselves?,0
881,Why did the narrator choose to kill himself?,How many 'H's' are there in the song 'When You Say Nothing at All'?,0
6624,What is the name of the fictitious country that shares an ocean with Australia?,What is the name of the game show hosted by Erica Kane?,0
5798,What is another term for a chimpanzee?,What was the name of the man who sat on a bench at the entrance of a meeting hall in a church and recited a poem for others to read?,0
7737,What is the term for a large mass of fluid or gaseous matter?,What does the term for a large mass of fluid or gaseous matter refer to?,1
2739,"What is the name of the new program that Apple has launched, with its first major product since the Macintosh II?",How old was the Macintosh II when it was released?,1
2982,What is the relationship between the 'Atlanta' and the 'Boston'?,What is the name of the body of water on which the River Thames flows?,0
7089,Where did the Romans first settle?,What is the common name for the genus of flowers called the narcissi?,0
1151,How long does it take for water to evaporate from a substance?,Why is it difficult to identify a substance?,1
5107,What is the main currency of Switzerland?,What is the name of the chimpanzee whose survival depends on a specific brain organ?,0
1513,What is the name of the'symbol' in the flag of the United States of America?,What does the Roman numeral X represent?,0
3081,What is the name for the special slang term for something that does not normally happen in everyday usage?,What was the name of the astronomer who discovered the earth's magnetic field?,0
2956,Where is the smallest city that is also a county seat located?,Where did the Civil War start?,1
6400,What can a person be called if they are a member of a religious group?,Why can a person be called a religious member?,1
7577,What is the name of the tyrannical dictator from the fictional Middle Eastern country of Qadafi?,What is the title of the first album by The Rolling Stones?,0
2198,What is a feature of the earliest civilizations of the Americas that was later lost?,What did the ancient civilizations of the Americas have in common?,1
3194,What is a common way to know the temperature of water?,What is the name of the Japanese city famous for its kimono?,0
4270,What is the earliest written evidence of humans in Bermuda?,what year was Bermuda first inhabited by humans?,1
6563,How many states have been named after people who were born there?,How many states have names that honor people?,1
7140,What was the name of the long-running and much-loved children's TV show that ran from the late 1960s to the early 1980s?,What is the name of the roundabout in the children's television show?,1
7042,What did the Americans give to the Russians?,How many players does a team usually have?,0
213,Why are flies humming?,Where does an osmosis plant get its energy from?,0
2173,What is a random question?,What was the first English king of the House of Lancaster to die?,0
3285,How is this related to religion?,How is this related to religion?,1
4566,Why were the kings of Germany and France afraid of the English?,Why did the French order the evacuation of London?,1
966,How do you know when to be a ninja?,What is the first kung fu movie of the 80's?,1
2955,What is the common name for the disease syphilis?,What is a random event that happens in the brain?,0
3945,What word is used to describe the act of telling someone about something that you don't want to tell them about?,what is gossiping about?,1
7500,"What is a random, long question?",How long did it take for the Germans to win the war?,1
1352,What is a common name for a type of fruit?,Who was the ruler of the Roman Empire?,0
5536,What is a name for a type of random process?,What does type of random process mean?,1
1353,What is the name of the Japanese-American girl who became a household name in 2008?,Where was Sasha Pieterse born?,1
1989,What is the name for a person who has a deep-seated belief in the existence of God?,What is the only animal in the group?,0
6127,What is the title of the book by Thomas Mann?,Where is the largest waterfall in the world?,0
309,How many racial groups are mentioned in the Old Testament?,What is the name of the area in which an organism grows that is between 1 and 100 square meters in area?,0
7410,What was the name of the sailor who sailed from England to America in the first transatlantic crossing?,Which city had the highest population increase in the 20th century?,0
6631,What is the smallest area of land that can be divided into parts of equal size?,How is land measured?,1
206,What is the name of the group of people who were killed by a plague?,What was the name of the group of people killed by a plague?,1
6020,What is the name of the country on which the English language is based?,What is a random question?,0
2914,What is the only major country that the Slovak Republic has ever supported?,What is a random question?,0
6928,How old is Prince Andrew?,Why is a computer necessary?,0
3197,What do the initials of the name of the Argentine football team mean?,Which king of the Franks was the first to die?,0
7534,"What is the name of the character in Shakespeare's play who, in the end, slits the throat of Richard III?",Who was Macduff's fiancee?,1
1512,What type of item is a ringworm?,what is ringworm disease?,1
457,Who was President of Brazil from 1964 to 1985?,What is a random word from the Chinese language?,0
7700,What is the name of the group with which The Rolling Stones are associated?,How is the hippopotamus classified?,0
7127,How do we know it's not a movie review?,What is another name for a movie review?,1
878,How do you say squawk in English?,What is the name of the smallest unit of area of a rectangle that has at least 2 sides and a length?,0
1345,What is the name of the fictional town in which an action-adventure game takes place?,Where does the action take place?,1
2224,What is the name of the female monkey?,"What animal is often referred to as a ""primate""?",1
1012,What was the original name of the X-Men?,What was the original name of the X-Men?,1
1644,"What is the name of the character played by Jesse Eisenberg in the 2008 film, The Wolf of Wall Street?",What is a random question?,0
7835,What do I do when I'm afraid?,what do i do when i am afraid?,1
2904,"What is the name of the main body of a flower, other than the petals?",How many years did the Romans rule?,0
5364,"What was the name of the film released on October 27, 1969?",What was the name of the Russian who led the first expedition to the Marshall Islands?,0
6348,How many stars did the American flag have at the time of its creation?,What can be found in the central brain?,0
124,What do you use to make the sun appear bigger?,What is the name of the Japanese manga that featured two brothers who were separated from their mother when young?,0
1004,What's the name of the board game?,"What is the name of the narrator in the story ""Blood Wedding""?",0
3649,What does the ox-bow in a bow do?,How many children did John have?,0
3956,Why was the king of Poland expelled from Lithuania?,What was King Sigismund's action in the 14th century?,1
836,"What does the A in ""Alcatel"" stand for?",How did John Wayne describe his war?,0
1093,What was the name of the CIA agent who blew himself up in the mission?,Who led France during World War I?,1
4046,Where did the Chinese warship Zhongyuan stop?,How many chromosomes are in a chromosome?,0
4078,"What does the name ""David"" represent in the Old Testament?",What is the currency of Nigeria?,0
2142,What does the letter S stand for?,What does the Sphinx's face represent?,0
7874,What is the name of the fictional country in the Harry Potter series?,What was the first name of the ancestor of Queen Elizabeth I of England?,0
2979,What is the title of the first episode of the third season of The Simpsons?,What does a mnemonic device help remember?,0
2158,What is the 'S' of 'Stop'?,Where is the Bermuda Triangle located?,0
674,How many states does Nigeria have?,What is the name of the ice in Antarctica?,0
5833,How long has it been since the earliest records of people using cotton threads were found?,What is the name of the first inhabited area discovered by Europeans in the Americas?,0
2101,How many years did Queen have between albums?,How many boroughs are in New York City?,1
239,What country is the largest producer of beef?,What is the name of the group of women that were executed by the French after the abduction of their children?,0
5376,What was the name of the robot who first demonstrated a method of controlling the robots limbs?,Which team did Manchester United beat 3-2 at Old Trafford?,1
2390,What is the longest river in the world?,Where is the longest river located?,1
632,How do you eat a raw onion?,What can the number '6' represent?,0
4422,Which body part of the human body is covered with keratin?,What are the 3 main components of the atomic system?,0
749,Who won the 2009 Eurovision Song Contest?,What is a sex toy?,0
1086,What is the name of the narrator in the second sentence?,What is the name of the genus of flowers that is also a shrub?,0
7421,What is the only thing left to do in the game?,Who is the only one left to do in the game?,1
89,Who was President of the US at the time of the American Revolution?,What type of creature is a hyena?,0
949,"What is a large, multicellular animal that has internal organs?",How are multicellular animals classified?,1
6594,What is the only word of Greek origin which is not also a name for a dog?,What was the name of the fictitious character introduced in The Magic Roundabout?,0
2611,Who is the mother of all women?,How long was Henry VIII's reign?,0
6126,Who was the first president of the USA to be born in Europe?,What President's administration took place between 1933 and 1945?,1
